Date,Open,High,Low,Close,Volume
2025-11-25 18:00:00,87121.31000000,88155.65000000,87046.09000000,87625.89000000,918.86754000
2025-11-25 19:00:00,87625.90000000,87830.00000000,87237.18000000,87239.29000000,604.25375000
2025-11-25 20:00:00,87239.29000000,87340.10000000,86182.49000000,86882.85000000,1026.34933000
2025-11-25 21:00:00,86882.84000000,87463.00000000,86706.28000000,87382.70000000,718.04092000
2025-11-25 22:00:00,87387.48000000,87449.73000000,86985.02000000,87032.37000000,660.28461000
2025-11-25 23:00:00,87032.36000000,87722.92000000,86565.48000000,87642.41000000,612.11039000
2025-11-26 00:00:00,87642.41000000,87889.38000000,87328.89000000,87369.96000000,509.50965000
2025-11-26 01:00:00,87369.97000000,87770.00000000,87344.34000000,87573.51000000,492.76345000
2025-11-26 02:00:00,87573.51000000,88224.00000000,87338.05000000,87921.94000000,625.50199000
2025-11-26 03:00:00,87921.94000000,88087.97000000,87662.24000000,87711.82000000,382.80732000
2025-11-26 04:00:00,87711.82000000,87892.82000000,87069.97000000,87119.92000000,734.20044000
2025-11-26 05:00:00,87119.93000000,87368.00000000,86909.99000000,87230.23000000,523.25398000
2025-11-26 06:00:00,87230.23000000,87741.50000000,87220.01000000,87519.53000000,391.28204000
2025-11-26 07:00:00,87519.54000000,87889.00000000,87409.78000000,87794.00000000,567.75553000
2025-11-26 08:00:00,87794.00000000,87970.00000000,87698.25000000,87935.05000000,346.36014000
2025-11-26 09:00:00,87935.05000000,87941.58000000,87416.44000000,87424.80000000,352.28266000
2025-11-26 10:00:00,87424.80000000,87453.47000000,86746.60000000,86825.27000000,1012.15795000
2025-11-26 11:00:00,86825.27000000,87078.59000000,86670.36000000,86955.17000000,469.69958000
2025-11-26 12:00:00,86955.17000000,87095.83000000,86844.01000000,87095.79000000,365.39116000
2025-11-26 13:00:00,87095.78000000,87175.99000000,86306.77000000,86643.08000000,790.16422000
2025-11-26 14:00:00,86643.07000000,87136.33000000,86568.85000000,87128.51000000,802.87416000
2025-11-26 15:00:00,87128.51000000,87693.21000000,86813.50000000,86899.73000000,1419.99793000
2025-11-26 16:00:00,86899.72000000,87349.41000000,86664.23000000,86978.00000000,1185.22598000
2025-11-26 17:00:00,86977.99000000,87946.00000000,86956.61000000,87820.01000000,1248.92414000
2025-11-26 18:00:00,87820.02000000,89962.90000000,87710.27000000,89830.79000000,2469.84113000
2025-11-26 19:00:00,89830.80000000,90418.39000000,89676.00000000,90145.69000000,2128.19073000
2025-11-26 20:00:00,90145.69000000,90197.83000000,89716.30000000,89957.36000000,1663.47818000
2025-11-26 21:00:00,89957.37000000,90114.67000000,89508.85000000,89866.82000000,1645.62012000
2025-11-26 22:00:00,89866.83000000,90491.28000000,89815.35000000,90195.99000000,803.11555000
2025-11-26 23:00:00,90195.98000000,90656.08000000,90127.88000000,90386.57000000,686.02397000
2025-11-27 00:00:00,90386.56000000,90600.00000000,90312.25000000,90484.02000000,568.91004000
2025-11-27 01:00:00,90484.01000000,90597.32000000,90089.91000000,90485.85000000,863.56359000
2025-11-27 02:00:00,90485.85000000,91236.00000000,90385.50000000,91145.78000000,1123.33988000
2025-11-27 03:00:00,91145.78000000,91950.00000000,90879.76000000,91389.21000000,2941.82170000
2025-11-27 04:00:00,91389.73000000,91615.60000000,91044.14000000,91091.68000000,815.09214000
2025-11-27 05:00:00,91091.68000000,91353.85000000,91057.77000000,91277.06000000,509.22057000
2025-11-27 06:00:00,91277.06000000,91554.49000000,90889.11000000,90967.54000000,724.51309000
2025-11-27 07:00:00,90967.53000000,91445.30000000,90967.53000000,91244.58000000,600.26335000
2025-11-27 08:00:00,91244.59000000,91496.63000000,91135.88000000,91408.34000000,609.78648000
2025-11-27 09:00:00,91408.34000000,91520.24000000,91221.17000000,91492.02000000,626.37500000
2025-11-27 10:00:00,91492.01000000,91940.18000000,91475.39000000,91561.67000000,875.30832000
2025-11-27 11:00:00,91561.67000000,91747.29000000,91347.02000000,91613.51000000,526.00515000
2025-11-27 12:00:00,91613.52000000,91619.36000000,91307.69000000,91371.88000000,326.30294000
2025-11-27 13:00:00,91371.87000000,91457.36000000,90950.00000000,90986.56000000,641.34239000
2025-11-27 14:00:00,90986.56000000,91075.99000000,90438.43000000,90852.78000000,1344.11260000
2025-11-27 15:00:00,90852.79000000,90978.49000000,90579.77000000,90789.68000000,539.81726000
2025-11-27 16:00:00,90789.68000000,90988.00000000,90629.98000000,90958.30000000,396.23776000
2025-11-27 17:00:00,90958.29000000,91562.00000000,90850.77000000,91467.13000000,778.41704000
2025-11-27 18:00:00,91467.12000000,91635.79000000,91299.06000000,91479.30000000,704.33875000
2025-11-27 19:00:00,91479.30000000,91843.59000000,91347.21000000,91791.99000000,433.08181000
2025-11-27 20:00:00,91791.99000000,91791.99000000,91506.94000000,91528.21000000,363.77786000
2025-11-27 21:00:00,91528.22000000,91596.76000000,91400.00000000,91433.17000000,259.27901000
2025-11-27 22:00:00,91433.18000000,91600.00000000,91217.17000000,91416.99000000,272.08151000
