Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26
2026-05-27 03:18:00,75794.93,75794.94,75719.99,75719.99,22.00969,75817.4525,75870.582,75800.00784896272,75831.28773510939
2026-05-27 03:19:00,75719.99,75720.0,75682.99,75711.61,20.68671,75809.16100000001,75867.2044,75786.40817989153,75822.42271769387
2026-05-27 03:20:00,75711.61,75750.0,75711.6,75749.99,8.5818,75802.2605,75864.3242,75780.80538298514,75817.05733119803
2026-05-27 03:21:00,75750.0,75750.0,75744.0,75744.01,1.72659,75795.83600000001,75861.8238,75775.14455483358,75811.64641777595
2026-05-27 03:22:00,75744.0,75752.45,75725.72,75729.85,9.20351,75790.50200000001,75858.81060000001,75768.17616178226,75805.58742386661
2026-05-27 03:23:00,75729.85,75749.26,75729.85,75749.25,4.83794,75785.9435,75856.43560000001,75765.26444458499,75801.41428135798
2026-05-27 03:24:00,75749.26,75756.58,75749.25,75756.58,2.97886,75780.48150000001,75854.28739999999,75763.9283761873,75798.0932234796
2026-05-27 03:25:00,75756.59,75780.18,75756.59,75766.52,9.04436,75777.367,75852.549,75764.32708754309,75795.75446618482
2026-05-27 03:26:00,75766.53,75766.53,75746.84,75764.0,5.31077,75773.884,75851.109,75764.27676638262,75793.40228350446
2026-05-27 03:27:00,75764.0,75790.0,75763.99,75784.99,5.66023,75774.0185,75849.6084,75767.46341770838,75792.77915139303
2026-05-27 03:28:00,75784.99,75806.2,75784.6,75784.6,10.02928,75773.7285,75847.801,75770.09981498402,75792.17328832689
2026-05-27 03:29:00,75784.61,75784.61,75769.81,75769.82,2.00021,75772.812,75845.7856,75770.05676652494,75790.51748919157
2026-05-27 03:30:00,75769.82,75769.82,75748.0,75762.0,5.0668,75771.85,75843.6656,75768.81726398264,75788.40508258478
2026-05-27 03:31:00,75762.0,75764.0,75738.32,75738.32,3.99028,75769.704,75840.43199999999,75764.12537721609,75784.69507646738
2026-05-27 03:32:00,75738.32,75745.14,75738.32,75739.14,7.57857,75765.871,75837.2114,75760.281473029,75781.32062635869
2026-05-27 03:33:00,75739.13,75775.02,75739.13,75775.01,4.16859,75765.12899999999,75834.4658,75762.54740025531,75780.85317255434
2026-05-27 03:34:00,75775.02,75800.74,75775.01,75800.74,4.07539,75764.56899999999,75833.2206,75768.42318483141,75782.32627088364
2026-05-27 03:35:00,75800.74,75836.01,75800.74,75802.01,5.98634,75763.1685,75831.952,75773.59038716504,75783.78432489226
2026-05-27 03:36:00,75802.01,75802.01,75776.66,75776.66,2.10505,75761.001,75829.4346,75774.06263529349,75783.25659712247
2026-05-27 03:37:00,75776.67,75778.64,75760.67,75760.68,2.56365,75759.2885,75825.20820000001,75772.00376832526,75781.58425659488
2026-05-27 03:38:00,75760.68,75760.68,75760.66,75760.67,3.39467,75761.3225,75821.021,75770.26011165984,75780.03505240267
2026-05-27 03:39:00,75760.67,75764.0,75705.14,75705.15,4.21497,75760.9995,75815.7224,75760.24317140448,75774.48801148395
2026-05-27 03:40:00,75705.14,75732.0,75705.14,75729.41,5.14129,75759.9705,75811.2968,75755.49960657302,75771.14889952217
